NaCl_Percent,Target_Temp,Rep,Mercury_Temp,Temp_M01,EC_M01,Temp_M02,EC_M02,Temp_M03,EC_M03,source
0.9,50.0,1,50.0,4827.0,371.0,4849.0,1099.0,4860.0,1110.0,csv_heatplate
0.9,50.0,2,50.0,,,4963.0,1113.0,,,excel
0.9,50.0,2,50.0,4849.0,370.0,4824.0,1088.0,4963.0,1113.0,csv_heatplate
0.9,50.0,3,50.0,,,4944.0,1097.0,,,excel
0.9,50.0,3,50.0,4923.0,367.0,4936.0,1090.0,4944.0,1097.0,csv_heatplate
0.9,50.0,4,50.0,,,4910.0,1107.0,,,excel
0.9,50.0,4,50.0,4901.0,367.0,4853.0,1098.0,4910.0,1107.0,csv_heatplate
0.9,50.0,5,50.0,,,4917.0,1111.0,,,excel
0.9,50.0,5,50.0,4818.0,367.0,4910.0,1086.0,4917.0,1111.0,csv_heatplate
0.9,60.0,1,61.0,,,5736.0,1231.0,,,excel
0.9,60.0,1,60.0,5921.0,395.0,6102.0,1208.0,5736.0,1231.0,csv_heatplate
0.9,60.0,2,62.0,,,6197.0,1249.0,,,excel
0.9,60.0,2,60.0,5942.0,395.0,6091.0,1195.0,6197.0,1249.0,csv_heatplate
0.9,60.0,3,62.0,,,6113.0,1263.0,,,excel
0.9,60.0,3,60.0,5880.0,396.0,6006.0,1205.0,6113.0,1263.0,csv_heatplate
0.9,60.0,4,62.0,,,6146.0,1260.0,,,excel
0.9,60.0,4,60.0,5968.0,394.0,6119.0,1206.0,6146.0,1260.0,csv_heatplate
0.9,60.0,5,62.0,,,6064.0,1269.0,,,excel
0.9,60.0,5,60.0,5979.0,389.0,6105.0,1202.0,6064.0,1269.0,csv_heatplate
0.9,70.0,1,70.0,,,6914.0,1393.0,,,excel
0.9,70.0,1,70.0,7006.0,401.0,7185.0,1288.0,6914.0,1393.0,csv_heatplate
0.9,70.0,2,71.0,,,6627.0,1384.0,,,excel
0.9,70.0,2,70.0,6907.0,408.0,7169.0,1288.0,6627.0,1384.0,csv_heatplate
0.9,70.0,3,71.0,,,7061.0,1395.0,,,excel
0.9,70.0,3,70.0,6994.0,408.0,7100.0,1280.0,7061.0,1395.0,csv_heatplate
0.9,70.0,4,71.0,,,7076.0,1399.0,,,excel
0.9,70.0,4,70.0,7024.0,406.0,6871.0,1295.0,7076.0,1399.0,csv_heatplate
0.9,70.0,5,71.0,,,7039.0,1389.0,,,excel
0.9,70.0,5,70.0,7031.0,410.0,7193.0,1301.0,7039.0,1389.0,csv_heatplate
0.9,80.0,1,80.0,,,7330.0,1550.0,,,excel
0.9,80.0,1,80.0,8084.0,418.0,8023.0,1364.0,7330.0,1550.0,csv_heatplate
0.9,80.0,2,79.0,,,6562.0,1542.0,,,excel
0.9,80.0,2,80.0,8150.0,415.0,8095.0,1375.0,6562.0,1542.0,csv_heatplate
0.9,80.0,3,79.0,,,7256.0,1509.0,,,excel
0.9,80.0,3,80.0,8039.0,406.0,8105.0,1385.0,7256.0,1509.0,csv_heatplate
0.9,80.0,4,79.0,,,7314.0,1528.0,,,excel
0.9,80.0,4,80.0,8062.0,414.0,8160.0,1381.0,7314.0,1528.0,csv_heatplate
0.9,80.0,5,79.0,,,6885.0,1558.0,,,excel
0.9,80.0,5,80.0,8273.0,407.0,8041.0,1345.0,6885.0,1558.0,csv_heatplate
1.0,25.0,1,23.0,,,2190.0,879.0,,,excel
1.0,25.0,1,25.0,2529.0,325.0,2538.0,895.0,2190.0,879.0,csv_heatplate
1.0,25.0,2,22.0,,,2257.0,883.0,,,excel
1.0,25.0,2,25.0,2512.0,325.0,2531.0,891.0,2257.0,883.0,csv_heatplate
1.0,25.0,3,22.0,,,2135.0,857.0,,,excel
1.0,25.0,3,25.0,2502.0,324.0,2461.0,894.0,2135.0,857.0,csv_heatplate
1.0,25.0,4,22.0,,,2111.0,851.0,,,excel
1.0,25.0,4,25.0,2490.0,322.0,2509.0,893.0,2111.0,851.0,csv_heatplate
1.0,25.0,5,23.0,,,2247.0,879.0,,,excel
1.0,25.0,5,25.0,2492.0,324.0,2582.0,888.0,2247.0,879.0,csv_heatplate
1.0,30.0,1,31.0,,,3151.0,985.0,,,excel
1.0,30.0,1,30.0,2868.0,338.0,2969.0,952.0,3151.0,985.0,csv_heatplate
1.0,30.0,2,32.0,,,3153.0,988.0,,,excel
1.0,30.0,2,30.0,2848.0,341.0,2987.0,952.0,3153.0,988.0,csv_heatplate
1.0,30.0,3,33.0,,,3226.0,986.0,,,excel
1.0,30.0,3,30.0,2898.0,339.0,2936.0,954.0,3226.0,986.0,csv_heatplate
1.0,30.0,4,33.0,,,3316.0,1010.0,,,excel
1.0,30.0,4,30.0,2886.0,335.0,2591.0,953.0,3316.0,1010.0,csv_heatplate
1.0,30.0,5,33.0,,,3303.0,1002.0,,,excel
1.0,30.0,5,30.0,2883.0,338.0,2966.0,953.0,3303.0,1002.0,csv_heatplate
1.0,40.0,1,43.0,,,4194.0,1092.0,,,excel
1.0,40.0,1,40.0,3853.0,367.0,3975.0,1044.0,4194.0,1092.0,csv_heatplate
1.0,40.0,2,44.0,,,4271.0,1101.0,,,excel
1.0,40.0,2,40.0,3830.0,367.0,3909.0,1044.0,4271.0,1101.0,csv_heatplate
1.0,40.0,3,44.0,,,4239.0,1089.0,,,excel
1.0,40.0,3,40.0,3901.0,369.0,3892.0,1061.0,4239.0,1089.0,csv_heatplate
1.0,40.0,4,44.0,,,4185.0,1099.0,,,excel
1.0,40.0,4,40.0,3912.0,364.0,3880.0,1049.0,4185.0,1099.0,csv_heatplate
1.0,40.0,5,44.0,,,4197.0,1094.0,,,excel
1.0,40.0,5,40.0,3871.0,369.0,3921.0,1053.0,4197.0,1094.0,csv_heatplate
1.0,50.0,1,50.0,,,4801.0,1158.0,,,excel
1.0,50.0,1,50.0,4838.0,393.0,5154.0,1159.0,4801.0,1158.0,csv_heatplate
1.0,50.0,2,51.0,,,4925.0,1168.0,,,excel
1.0,50.0,2,50.0,5010.0,391.0,4979.0,1165.0,4925.0,1168.0,csv_heatplate
1.0,50.0,3,51.0,,,4838.0,1144.0,,,excel
1.0,50.0,3,50.0,4923.0,396.0,5010.0,1163.0,4838.0,1144.0,csv_heatplate
1.0,50.0,4,51.0,,,5061.0,1161.0,,,excel
1.0,50.0,4,50.0,5037.0,396.0,4998.0,1163.0,5061.0,1161.0,csv_heatplate
1.0,50.0,5,51.0,,,5053.0,1157.0,,,excel
1.0,50.0,5,50.0,4975.0,395.0,4967.0,1155.0,5053.0,1157.0,csv_heatplate
1.0,60.0,1,60.0,,,5556.0,1236.0,,,excel
1.0,60.0,1,60.0,5979.0,409.0,6024.0,1233.0,5556.0,1236.0,csv_heatplate
1.0,60.0,2,60.0,,,5870.0,1222.0,,,excel
1.0,60.0,2,60.0,6124.0,415.0,5901.0,1233.0,5870.0,1222.0,csv_heatplate
1.0,60.0,3,59.0,,,5741.0,1225.0,,,excel
1.0,60.0,3,60.0,6059.0,414.0,5855.0,1230.0,5741.0,1225.0,csv_heatplate
1.0,60.0,4,60.0,,,5805.0,1222.0,,,excel
1.0,60.0,4,60.0,6119.0,405.0,5905.0,1258.0,5805.0,1222.0,csv_heatplate
1.0,60.0,5,60.0,,,5775.0,1241.0,,,excel
1.0,60.0,5,60.0,6070.0,411.0,6058.0,1242.0,5775.0,1241.0,csv_heatplate
1.0,70.0,1,74.0,,,7297.0,1424.0,,,excel
1.0,70.0,1,70.0,6990.0,422.0,7039.0,1326.0,7297.0,1424.0,csv_heatplate
1.0,70.0,2,74.0,,,7372.0,1453.0,,,excel
1.0,70.0,2,70.0,6878.0,422.0,7001.0,1329.0,7372.0,1453.0,csv_heatplate
1.0,70.0,3,74.0,,,7372.0,1450.0,,,excel
1.0,70.0,3,70.0,6950.0,424.0,6994.0,1315.0,7372.0,1450.0,csv_heatplate
1.0,70.0,4,74.0,,,7372.0,1456.0,,,excel
1.0,70.0,4,70.0,6907.0,426.0,6857.0,1327.0,7372.0,1456.0,csv_heatplate
1.0,70.0,5,74.0,,,7256.0,1457.0,,,excel
1.0,70.0,5,70.0,6878.0,422.0,7009.0,1318.0,7256.0,1457.0,csv_heatplate
1.0,80.0,1,84.0,,,7363.0,1589.0,,,excel
1.0,80.0,1,80.0,8084.0,422.0,7968.0,1400.0,7363.0,1589.0,csv_heatplate
1.0,80.0,2,84.0,,,8331.0,1639.0,,,excel
1.0,80.0,2,80.0,8062.0,416.0,7988.0,1407.0,8331.0,1639.0,csv_heatplate
1.0,80.0,3,84.0,,,8355.0,1616.0,,,excel
1.0,80.0,3,80.0,7978.0,421.0,7999.0,1398.0,8355.0,1616.0,csv_heatplate
1.0,80.0,4,84.0,,,8262.0,1623.0,,,excel
1.0,80.0,4,80.0,8062.0,411.0,8171.0,1377.0,8262.0,1623.0,csv_heatplate
1.0,80.0,5,84.0,,,8391.0,1617.0,,,excel
1.0,80.0,5,80.0,8062.0,426.0,8095.0,1376.0,8391.0,1617.0,csv_heatplate
1.1,25.0,1,23.0,,,2211.0,926.0,,,excel
1.1,25.0,1,25.0,2483.0,338.0,2352.0,926.0,2211.0,926.0,csv_heatplate
1.1,25.0,2,22.0,,,2166.0,873.0,,,excel
1.1,25.0,2,25.0,2475.0,338.0,2470.0,923.0,2166.0,873.0,csv_heatplate
1.1,25.0,3,23.0,,,2283.0,929.0,,,excel
1.1,25.0,3,25.0,2495.0,336.0,2422.0,924.0,2283.0,929.0,csv_heatplate
1.1,25.0,4,23.0,,,2288.0,923.0,,,excel
1.1,25.0,4,25.0,2463.0,338.0,2507.0,927.0,2288.0,923.0,csv_heatplate
1.1,25.0,5,23.0,,,2266.0,940.0,,,excel
1.1,25.0,5,25.0,2516.0,338.0,2490.0,926.0,2266.0,940.0,csv_heatplate
1.1,30.0,1,32.0,,,3096.0,1029.0,,,excel
1.1,30.0,1,30.0,2923.0,356.0,2886.0,981.0,3096.0,1029.0,csv_heatplate
1.1,30.0,2,33.0,,,3263.0,1032.0,,,excel
1.1,30.0,2,30.0,2926.0,355.0,2886.0,985.0,3263.0,1032.0,csv_heatplate
1.1,30.0,3,33.0,,,3266.0,1038.0,,,excel
1.1,30.0,3,30.0,2916.0,347.0,2959.0,987.0,3266.0,1038.0,csv_heatplate
1.1,30.0,4,34.0,,,3311.0,1035.0,,,excel
1.1,30.0,4,30.0,2946.0,353.0,2992.0,989.0,3311.0,1035.0,csv_heatplate
1.1,30.0,5,34.0,,,3169.0,1038.0,,,excel
1.1,30.0,5,30.0,2891.0,352.0,2863.0,978.0,3169.0,1038.0,csv_heatplate
1.1,40.0,1,42.0,,,3933.0,1129.0,,,excel
1.1,40.0,1,40.0,3889.0,384.0,3907.0,1086.0,3933.0,1129.0,csv_heatplate
1.1,40.0,2,43.0,,,4036.0,1150.0,,,excel
1.1,40.0,2,40.0,3877.0,388.0,3874.0,1101.0,4036.0,1150.0,csv_heatplate
1.1,40.0,3,42.0,,,4223.0,1142.0,,,excel
1.1,40.0,3,40.0,3815.0,387.0,3833.0,1097.0,4223.0,1142.0,csv_heatplate
1.1,40.0,4,42.0,,,4188.0,1144.0,,,excel
1.1,40.0,4,40.0,3996.0,388.0,4045.0,1115.0,4188.0,1144.0,csv_heatplate
1.1,40.0,5,43.0,,,3987.0,1137.0,,,excel
1.1,40.0,5,40.0,3993.0,388.0,4076.0,1104.0,3987.0,1137.0,csv_heatplate
1.1,50.0,1,51.0,,,5057.0,1185.0,,,excel
1.1,50.0,1,50.0,5089.0,406.0,4959.0,1185.0,5057.0,1185.0,csv_heatplate
1.1,50.0,2,51.0,,,5022.0,1214.0,,,excel
1.1,50.0,2,50.0,5002.0,402.0,5026.0,1182.0,5022.0,1214.0,csv_heatplate
1.1,50.0,3,51.0,,,5041.0,1201.0,,,excel
1.1,50.0,3,50.0,4936.0,401.0,4959.0,1193.0,5041.0,1201.0,csv_heatplate
1.1,50.0,4,51.0,,,5026.0,1185.0,,,excel
1.1,50.0,4,50.0,4917.0,407.0,4990.0,1187.0,5026.0,1185.0,csv_heatplate
1.1,50.0,5,51.0,,,5041.0,1206.0,,,excel
1.1,50.0,5,50.0,5091.0,405.0,5026.0,1187.0,5041.0,1206.0,csv_heatplate
1.1,60.0,1,60.0,,,5756.0,1262.0,,,excel
1.1,60.0,1,60.0,5958.0,421.0,6091.0,1260.0,5756.0,1262.0,csv_heatplate
1.1,60.0,2,60.0,,,5953.0,1259.0,,,excel
1.1,60.0,2,60.0,6102.0,424.0,6021.0,1262.0,5953.0,1259.0,csv_heatplate
1.1,60.0,3,60.0,,,5958.0,1282.0,,,excel
1.1,60.0,3,60.0,6086.0,416.0,5921.0,1269.0,5958.0,1282.0,csv_heatplate
1.1,60.0,4,60.0,,,6021.0,1257.0,,,excel
1.1,60.0,4,60.0,6135.0,419.0,6130.0,1261.0,6021.0,1257.0,csv_heatplate
1.1,60.0,5,60.0,,,5901.0,1264.0,,,excel
1.1,60.0,5,60.0,6130.0,419.0,5968.0,1269.0,5901.0,1264.0,csv_heatplate
1.1,70.0,1,69.0,,,6843.0,1385.0,,,excel
1.1,70.0,1,70.0,7031.0,440.0,7069.0,1366.0,6843.0,1385.0,csv_heatplate
1.1,70.0,2,69.0,,,6815.0,1394.0,,,excel
1.1,70.0,2,70.0,6936.0,439.0,6878.0,1340.0,6815.0,1394.0,csv_heatplate
1.1,70.0,3,69.0,,,6836.0,1376.0,,,excel
1.1,70.0,3,70.0,6957.0,432.0,6808.0,1345.0,6836.0,1376.0,csv_heatplate
1.1,70.0,4,69.0,,,6864.0,1417.0,,,excel
1.1,70.0,4,70.0,6900.0,432.0,6957.0,1368.0,6864.0,1417.0,csv_heatplate
1.1,70.0,5,69.0,,,6829.0,1419.0,,,excel
1.1,70.0,5,70.0,7054.0,423.0,7061.0,1345.0,6829.0,1419.0,csv_heatplate
1.1,80.0,1,79.0,,,7749.0,1593.0,,,excel
1.1,80.0,1,80.0,8041.0,419.0,8179.0,1421.0,7749.0,1593.0,csv_heatplate
1.1,80.0,2,79.0,,,7876.0,1592.0,,,excel
1.1,80.0,2,80.0,8162.0,417.0,8105.0,1420.0,7876.0,1592.0,csv_heatplate
1.1,80.0,3,79.0,,,8009.0,1570.0,,,excel
1.1,80.0,3,80.0,8185.0,430.0,8103.0,1407.0,8009.0,1570.0,csv_heatplate
1.1,80.0,4,79.0,,,7988.0,1583.0,,,excel
1.1,80.0,4,80.0,8150.0,410.0,7906.0,1420.0,7988.0,1583.0,csv_heatplate
1.1,80.0,5,79.0,,,7988.0,1563.0,,,excel
1.1,80.0,5,80.0,8085.0,415.0,7978.0,1425.0,7988.0,1563.0,csv_heatplate
1.2,25.0,1,24.0,,,2415.0,980.0,,,excel
1.2,25.0,1,25.0,2626.0,336.0,2647.0,1036.0,2415.0,980.0,csv_heatplate
1.2,25.0,2,24.0,,,2393.0,974.0,,,excel
1.2,25.0,2,25.0,2587.0,335.0,2628.0,1024.0,2393.0,974.0,csv_heatplate
1.2,25.0,3,24.0,,,2410.0,974.0,,,excel
1.2,25.0,3,25.0,2504.0,336.0,2541.0,1024.0,2410.0,974.0,csv_heatplate
1.2,25.0,4,24.0,,,2401.0,993.0,,,excel
1.2,25.0,4,25.0,2521.0,336.0,2650.0,1017.0,2401.0,993.0,csv_heatplate
1.2,25.0,5,24.0,,,2391.0,983.0,,,excel
1.2,25.0,5,25.0,2589.0,339.0,2495.0,1010.0,2391.0,983.0,csv_heatplate
1.2,30.0,1,32.0,,,3187.0,1057.0,,,excel
1.2,30.0,1,30.0,2943.0,359.0,2974.0,1058.0,3187.0,1057.0,csv_heatplate
1.2,30.0,2,33.0,,,3316.0,1067.0,,,excel
1.2,30.0,2,30.0,2964.0,361.0,3022.0,1052.0,3316.0,1067.0,csv_heatplate
1.2,30.0,3,33.0,,,3335.0,1088.0,,,excel
1.2,30.0,3,30.0,2968.0,361.0,2974.0,1058.0,3335.0,1088.0,csv_heatplate
1.2,30.0,4,34.0,,,3319.0,1093.0,,,excel
1.2,30.0,4,30.0,2936.0,361.0,3086.0,1064.0,3319.0,1093.0,csv_heatplate
1.2,30.0,5,34.0,,,3407.0,1090.0,,,excel
1.2,30.0,5,30.0,2974.0,362.0,3048.0,1056.0,3407.0,1090.0,csv_heatplate
1.2,40.0,1,40.0,,,3984.0,1122.0,,,excel
1.2,40.0,1,40.0,4116.0,390.0,4138.0,1182.0,3984.0,1122.0,csv_heatplate
1.2,40.0,2,40.0,,,4045.0,1128.0,,,excel
1.2,40.0,2,40.0,3874.0,391.0,4067.0,1172.0,4045.0,1128.0,csv_heatplate
1.2,40.0,3,40.0,,,3845.0,1139.0,,,excel
1.2,40.0,3,40.0,3818.0,389.0,4147.0,1171.0,3845.0,1139.0,csv_heatplate
1.2,40.0,4,41.0,,,4141.0,1162.0,,,excel
1.2,40.0,4,40.0,3996.0,400.0,4066.0,1167.0,4141.0,1162.0,csv_heatplate
1.2,40.0,5,41.0,,,4088.0,1148.0,,,excel
1.2,40.0,5,40.0,4069.0,397.0,4066.0,1176.0,4088.0,1148.0,csv_heatplate
1.2,50.0,1,51.0,,,5101.0,1200.0,,,excel
1.2,50.0,1,50.0,4842.0,412.0,4913.0,1208.0,5101.0,1200.0,csv_heatplate
1.2,50.0,2,51.0,,,5162.0,1213.0,,,excel
1.2,50.0,2,50.0,4963.0,413.0,4921.0,1205.0,5162.0,1213.0,csv_heatplate
1.2,50.0,3,52.0,,,5191.0,1203.0,,,excel
1.2,50.0,3,50.0,4979.0,411.0,5057.0,1208.0,5191.0,1203.0,csv_heatplate
1.2,50.0,4,52.0,,,5195.0,1219.0,,,excel
1.2,50.0,4,50.0,4963.0,409.0,4925.0,1211.0,5195.0,1219.0,csv_heatplate
1.2,50.0,5,52.0,,,5215.0,1217.0,,,excel
1.2,50.0,5,50.0,5014.0,411.0,5041.0,1205.0,5215.0,1217.0,csv_heatplate
1.2,60.0,1,62.0,,,6097.0,1264.0,,,excel
1.2,60.0,1,60.0,5989.0,408.0,5989.0,1280.0,6097.0,1264.0,csv_heatplate
1.2,60.0,2,63.0,,,6354.0,1228.0,,,excel
1.2,60.0,2,60.0,5886.0,426.0,5947.0,1264.0,6354.0,1228.0,csv_heatplate
1.2,60.0,3,63.0,,,6341.0,1279.0,,,excel
1.2,60.0,3,60.0,5850.0,411.0,6011.0,1278.0,6341.0,1279.0,csv_heatplate
1.2,60.0,4,64.0,,,6318.0,1279.0,,,excel
1.2,60.0,4,60.0,5896.0,416.0,5942.0,1266.0,6318.0,1279.0,csv_heatplate
1.2,60.0,5,64.0,,,6450.0,1287.0,,,excel
1.2,60.0,5,60.0,5825.0,420.0,5830.0,1278.0,6450.0,1287.0,csv_heatplate
1.2,70.0,1,72.0,,,7240.0,1315.0,,,excel
1.2,70.0,1,70.0,7009.0,423.0,7114.0,1344.0,7240.0,1315.0,csv_heatplate
1.2,70.0,2,72.0,,,7305.0,1311.0,,,excel
1.2,70.0,2,70.0,6957.0,422.0,6836.0,1326.0,7305.0,1311.0,csv_heatplate
1.2,70.0,3,72.0,,,6487.0,1308.0,,,excel
1.2,70.0,3,70.0,6957.0,418.0,7122.0,1327.0,6487.0,1308.0,csv_heatplate
1.2,70.0,4,72.0,,,6965.0,1316.0,,,excel
1.2,70.0,4,70.0,6901.0,421.0,7115.0,1335.0,6965.0,1316.0,csv_heatplate
1.2,70.0,5,72.0,,,7289.0,1300.0,,,excel
1.2,70.0,5,70.0,7046.0,415.0,7031.0,1332.0,7289.0,1300.0,csv_heatplate
1.2,80.0,1,81.0,,,7906.0,1316.0,,,excel
1.2,80.0,1,80.0,7968.0,427.0,8084.0,1367.0,7906.0,1316.0,csv_heatplate
1.2,80.0,2,81.0,,,8138.0,1331.0,,,excel
1.2,80.0,2,80.0,8020.0,416.0,8041.0,1386.0,8138.0,1331.0,csv_heatplate
1.2,80.0,3,81.0,,,8216.0,1354.0,,,excel
1.2,80.0,3,80.0,7816.0,413.0,7957.0,1381.0,8216.0,1354.0,csv_heatplate
1.2,80.0,4,82.0,,,8296.0,1335.0,,,excel
1.2,80.0,4,80.0,8073.0,413.0,8116.0,1380.0,8296.0,1335.0,csv_heatplate
1.2,80.0,5,82.0,,,8343.0,1333.0,,,excel
1.2,80.0,5,80.0,8105.0,406.0,8041.0,1372.0,8343.0,1333.0,csv_heatplate
1.3,25.0,1,24.0,,,2257.0,1010.0,,,excel
1.3,25.0,1,25.0,2435.0,356.0,2487.0,1047.0,2257.0,1010.0,csv_heatplate
1.3,25.0,2,24.0,,,2377.0,1014.0,,,excel
1.3,25.0,2,25.0,2490.0,356.0,2470.0,1048.0,2377.0,1014.0,csv_heatplate
1.3,25.0,3,24.0,,,2377.0,1018.0,,,excel
1.3,25.0,3,25.0,2338.0,359.0,2538.0,1051.0,2377.0,1018.0,csv_heatplate
1.3,25.0,4,24.0,,,2340.0,1009.0,,,excel
1.3,25.0,4,25.0,2427.0,355.0,2529.0,1050.0,2340.0,1009.0,csv_heatplate
1.3,25.0,5,24.0,,,2352.0,1005.0,,,excel
1.3,25.0,5,25.0,2369.0,358.0,2567.0,1048.0,2352.0,1005.0,csv_heatplate
1.3,30.0,1,36.0,,,2761.0,1129.0,,,excel
1.3,30.0,1,30.0,3012.0,382.0,3179.0,1109.0,2761.0,1129.0,csv_heatplate
1.3,30.0,2,37.0,,,3213.0,1134.0,,,excel
1.3,30.0,2,30.0,2974.0,381.0,3140.0,1100.0,3213.0,1134.0,csv_heatplate
1.3,30.0,3,38.0,,,3337.0,1121.0,,,excel
1.3,30.0,3,30.0,3009.0,378.0,3017.0,1094.0,3337.0,1121.0,csv_heatplate
1.3,30.0,4,38.0,,,3423.0,1135.0,,,excel
1.3,30.0,4,30.0,3014.0,375.0,3022.0,1101.0,3423.0,1135.0,csv_heatplate
1.3,30.0,5,38.0,,,3372.0,1134.0,,,excel
1.3,30.0,5,30.0,2969.0,379.0,3060.0,1114.0,3372.0,1134.0,csv_heatplate
1.3,40.0,1,43.0,,,3729.0,1182.0,,,excel
1.3,40.0,1,40.0,4116.0,409.0,4156.0,1197.0,3729.0,1182.0,csv_heatplate
1.3,40.0,2,43.0,,,3541.0,1181.0,,,excel
1.3,40.0,2,40.0,3933.0,410.0,3981.0,1197.0,3541.0,1181.0,csv_heatplate
1.3,40.0,3,43.0,,,3672.0,1159.0,,,excel
1.3,40.0,3,40.0,3889.0,411.0,4197.0,1205.0,3672.0,1159.0,csv_heatplate
1.3,40.0,4,43.0,,,3697.0,1158.0,,,excel
1.3,40.0,4,40.0,3990.0,411.0,4129.0,1196.0,3697.0,1158.0,csv_heatplate
1.3,40.0,5,43.0,,,3697.0,1169.0,,,excel
1.3,40.0,5,40.0,3987.0,412.0,4150.0,1193.0,3697.0,1169.0,csv_heatplate
1.3,50.0,1,55.0,,,4119.0,1238.0,,,excel
1.3,50.0,1,50.0,4952.0,419.0,5022.0,1241.0,4119.0,1238.0,csv_heatplate
1.3,50.0,2,56.0,,,4642.0,1230.0,,,excel
1.3,50.0,2,50.0,4948.0,425.0,5029.0,1247.0,4642.0,1230.0,csv_heatplate
1.3,50.0,3,56.0,,,4710.0,1240.0,,,excel
1.3,50.0,3,50.0,4955.0,423.0,4975.0,1241.0,4710.0,1240.0,csv_heatplate
1.3,50.0,4,56.0,,,4842.0,1237.0,,,excel
1.3,50.0,4,50.0,4971.0,424.0,4944.0,1236.0,4842.0,1237.0,csv_heatplate
1.3,50.0,5,56.0,,,4688.0,1241.0,,,excel
1.3,50.0,5,50.0,4986.0,413.0,4838.0,1238.0,4688.0,1241.0,csv_heatplate
1.3,60.0,1,61.0,,,4382.0,1256.0,,,excel
1.3,60.0,1,60.0,5906.0,430.0,6180.0,1284.0,4382.0,1256.0,csv_heatplate
1.3,60.0,2,61.0,,,4823.0,1274.0,,,excel
1.3,60.0,2,60.0,6086.0,427.0,6174.0,1294.0,4823.0,1274.0,csv_heatplate
1.3,60.0,3,61.0,,,5228.0,1266.0,,,excel
1.3,60.0,3,60.0,6075.0,421.0,6026.0,1300.0,5228.0,1266.0,csv_heatplate
1.3,60.0,4,62.0,,,5390.0,1265.0,,,excel
1.3,60.0,4,60.0,6097.0,421.0,5840.0,1302.0,5390.0,1265.0,csv_heatplate
1.3,60.0,5,62.0,,,5351.0,1264.0,,,excel
1.3,60.0,5,60.0,6141.0,430.0,5891.0,1291.0,5351.0,1264.0,csv_heatplate
1.3,70.0,1,73.0,,,6437.0,1340.0,,,excel
1.3,70.0,1,70.0,6943.0,436.0,7054.0,1338.0,6437.0,1340.0,csv_heatplate
1.3,70.0,2,76.0,,,6646.0,1345.0,,,excel
1.3,70.0,2,70.0,6943.0,431.0,7039.0,1331.0,6646.0,1345.0,csv_heatplate
1.3,70.0,3,76.0,,,6673.0,1349.0,,,excel
1.3,70.0,3,70.0,6885.0,433.0,6943.0,1321.0,6673.0,1349.0,csv_heatplate
1.3,70.0,4,76.0,,,6878.0,1343.0,,,excel
1.3,70.0,4,70.0,6936.0,424.0,7001.0,1332.0,6878.0,1343.0,csv_heatplate
1.3,70.0,5,76.0,,,7046.0,1336.0,,,excel
1.3,70.0,5,70.0,6850.0,415.0,7001.0,1306.0,7046.0,1336.0,csv_heatplate
1.3,80.0,1,80.0,,,6726.0,1385.0,,,excel
1.3,80.0,1,80.0,7937.0,422.0,8041.0,1398.0,6726.0,1385.0,csv_heatplate
1.3,80.0,2,80.0,,,7099.0,1373.0,,,excel
1.3,80.0,2,80.0,7906.0,420.0,7846.0,1366.0,7099.0,1373.0,csv_heatplate
1.3,80.0,3,81.0,,,7397.0,1354.0,,,excel
1.3,80.0,3,80.0,7968.0,422.0,8030.0,1375.0,7397.0,1354.0,csv_heatplate
1.3,80.0,4,81.0,,,7248.0,1344.0,,,excel
1.3,80.0,4,80.0,7927.0,422.0,8020.0,1375.0,7248.0,1344.0,csv_heatplate
1.3,80.0,5,81.0,,,7208.0,1350.0,,,excel
1.3,80.0,5,80.0,7937.0,411.0,8062.0,1369.0,7208.0,1350.0,csv_heatplate
1.4,25.0,1,24.0,,,2281.0,1049.0,,,excel
1.4,25.0,1,25.0,2427.0,369.0,2548.0,1078.0,2281.0,1049.0,csv_heatplate
1.4,25.0,2,24.0,,,2221.0,986.0,,,excel
1.4,25.0,2,25.0,2456.0,371.0,2550.0,1073.0,2221.0,986.0,csv_heatplate
1.4,25.0,3,24.0,,,2278.0,1045.0,,,excel
1.4,25.0,3,25.0,2451.0,370.0,2425.0,1072.0,2278.0,1045.0,csv_heatplate
1.4,25.0,4,24.0,,,2295.0,1050.0,,,excel
1.4,25.0,4,25.0,2446.0,369.0,2550.0,1070.0,2295.0,1050.0,csv_heatplate
1.4,25.0,5,24.0,,,231.0,1055.0,,,excel
1.4,25.0,5,25.0,2456.0,370.0,2546.0,1070.0,231.0,1055.0,csv_heatplate
1.4,30.0,1,37.0,,,3311.0,1169.0,,,excel
1.4,30.0,1,30.0,2846.0,387.0,3099.0,1123.0,3311.0,1169.0,csv_heatplate
1.4,30.0,2,38.0,,,3557.0,1181.0,,,excel
1.4,30.0,2,30.0,2931.0,393.0,3073.0,1118.0,3557.0,1181.0,csv_heatplate
1.4,30.0,3,38.0,,,3513.0,1172.0,,,excel
1.4,30.0,3,30.0,2979.0,393.0,3014.0,1120.0,3513.0,1172.0,csv_heatplate
1.4,30.0,4,38.0,,,3552.0,1178.0,,,excel
1.4,30.0,4,30.0,2951.0,393.0,2971.0,1139.0,3552.0,1178.0,csv_heatplate
1.4,30.0,5,38.0,,,3585.0,1170.0,,,excel
1.4,30.0,5,30.0,2891.0,393.0,3109.0,1139.0,3585.0,1170.0,csv_heatplate
1.4,40.0,1,41.0,,,3758.0,1216.0,,,excel
