EC_M01,EC_M02,EC_M03,EC_25C_M01,EC_25C_M02,EC_25C_M03,Temp_M01_C,Temp_M02_C,Temp_M03_C,Mercury_Temp,EC_TrueTemp_M01,EC_TrueTemp_M02,EC_TrueTemp_M03,Temp_Error_M01,Temp_Error_M02,Temp_Error_M03
389.0,1242.0,1280.0,204.73684210526318,653.6842105263158,673.6842105263158,69.43,70.09,69.57,70.0,14331.578947368422,45757.89473684211,47157.89473684211,-0.5699999999999932,0.09000000000000341,-0.4300000000000068
432.0,1323.0,1368.0,227.3684210526316,696.3157894736843,720.0,69.82,69.5,74.06,70.0,15915.789473684212,48742.1052631579,50400.0,-0.18000000000000682,-0.5,4.060000000000002
419.0,1273.0,1218.0,246.4705882352941,748.8235294117646,716.470588235294,60.75,60.09,62.77,60.0,14788.235294117645,44929.41176470588,42988.23529411764,0.75,0.09000000000000341,2.770000000000003
,1219.0,,,615.6565656565657,,,63.24,,74.0,,45558.58585858586,,,-10.759999999999998,
737.0,744.0,,658.0357142857142,664.2857142857142,,31.61,30.94,,31.0,20399.10714285714,20592.85714285714,,0.6099999999999994,-0.05999999999999872,
,1253.0,,,626.5,,,72.08,,75.0,,46987.5,,,-2.9200000000000017,
255.0,276.0,,196.15384615384616,212.3076923076923,,39.24,35.46,,40.0,7846.153846153847,8492.307692307691,,-0.759999999999998,-4.539999999999999,
325.0,895.0,879.0,325.0,895.0,879.0,25.29,25.38,21.9,25.0,8125.0,22375.0,21975.0,0.28999999999999915,0.379999999999999,-3.1000000000000014
,1081.0,,,1103.061224489796,,,24.17,,24.0,,26473.469387755104,,,0.1700000000000017,
,1182.0,,,953.2258064516129,,,32.21,,37.0,,35269.35483870968,,,-4.789999999999999,
399.0,1175.0,1193.0,362.7272727272727,1068.181818181818,1084.5454545454545,28.88,30.43,32.5,30.0,10881.81818181818,32045.45454545454,32536.363636363636,-1.120000000000001,0.4299999999999997,2.5
,1109.0,,,523.1132075471697,,,75.27,,81.0,,42372.169811320746,,,-5.730000000000004,
,1278.0,,,672.6315789473684,,,69.43,,70.0,,47084.210526315794,,,-0.5699999999999932,
336.0,956.0,1012.0,258.46153846153845,735.3846153846154,778.4615384615385,38.15,41.16,42.2,40.0,10338.461538461539,29415.384615384613,31138.46153846154,-1.8500000000000014,1.1599999999999966,2.200000000000003
326.0,354.0,,296.3636363636363,321.8181818181818,,29.38,27.81,,30.0,8890.90909090909,9654.545454545454,,-0.620000000000001,-2.1900000000000013,
358.0,1053.0,1075.0,238.66666666666666,702.0,716.6666666666666,49.07,49.36,51.62,50.0,11933.333333333332,35100.0,35833.33333333333,-0.9299999999999997,-0.6400000000000006,1.6199999999999974
,1635.0,,,736.4864864864866,,,85.01,,86.0,,63337.83783783785,,,-0.9899999999999949,
281.0,799.0,823.0,216.15384615384616,614.6153846153846,633.0769230769231,37.72,38.56,36.1,40.0,8646.153846153846,24584.615384615387,25323.076923076922,-2.280000000000001,-1.4399999999999977,-3.8999999999999986
310.0,896.0,927.0,238.46153846153845,689.2307692307692,713.0769230769231,41.16,40.2,40.08,40.0,9538.461538461539,27569.230769230766,28523.076923076922,1.1599999999999966,0.20000000000000284,0.0799999999999983
,1045.0,,,1066.3265306122448,,,22.78,,24.0,,25591.836734693876,,,-1.2199999999999989,
362.0,1056.0,1090.0,329.09090909090907,959.9999999999999,990.9090909090909,29.74,30.48,34.07,30.0,9872.727272727272,28799.999999999996,29727.272727272728,-0.26000000000000156,0.4800000000000004,4.07
,942.0,,,541.3793103448276,,,59.27,,62.0,,33565.51724137931,,,-2.729999999999997,
336.0,1024.0,974.0,336.0,1024.0,974.0,25.04,25.41,24.1,25.0,8400.0,25600.0,24350.0,0.03999999999999915,0.41000000000000014,-0.8999999999999986
,1067.0,,,919.8275862068966,,,33.16,,33.0,,30354.310344827587,,,0.1599999999999966,
450.0,1336.0,1236.0,214.28571428571428,636.1904761904761,588.5714285714286,79.36,81.15,85.26,80.0,17142.85714285714,50895.23809523809,47085.71428571428,-0.6400000000000006,1.1500000000000057,5.260000000000005
423.0,1208.0,1153.0,384.5454545454545,1098.181818181818,1048.181818181818,29.99,30.43,30.27,30.0,11536.363636363636,32945.454545454544,31445.45454545454,-0.010000000000001563,0.4299999999999997,0.2699999999999996
,1298.0,,,729.2134831460675,,,60.48,,64.0,,46669.66292134832,,,-3.520000000000003,
,1263.0,,,590.1869158878504,,,78.96,,82.0,,48395.327102803734,,,-3.0400000000000063,
653.0,736.0,,666.3265306122449,751.0204081632653,,24.22,24.34,,24.0,15991.83673469388,18024.489795918365,,0.21999999999999886,0.33999999999999986,
,1345.0,,,665.8415841584158,,,66.46,,76.0,,50603.9603960396,,,-9.540000000000006,
,626.0,,,489.0625,,,35.85,,39.0,,19073.4375,,,-3.1499999999999986,
331.0,958.0,1052.0,194.70588235294116,563.5294117647059,618.8235294117646,58.95,59.27,55.38,60.0,11682.35294117647,33811.76470588235,37129.41176470588,-1.0499999999999972,-0.7299999999999969,-4.619999999999997
445.0,1332.0,1379.0,234.21052631578948,701.0526315789474,725.7894736842105,68.15,68.85,68.5,70.0,16394.736842105263,49073.68421052632,50805.26315789473,-1.8499999999999943,-1.1500000000000057,-1.5
,1283.0,,,599.5327102803737,,,82.38,,82.0,,49161.682242990646,,,0.37999999999999545,
411.0,1377.0,1623.0,195.7142857142857,655.7142857142857,772.8571428571428,80.62,81.71,82.62,80.0,15657.142857142855,52457.142857142855,61828.57142857142,0.6200000000000045,1.7099999999999937,2.6200000000000045
425.0,1236.0,1184.0,326.9230769230769,950.7692307692307,910.7692307692307,39.99,40.24,38.74,40.0,13076.923076923076,38030.76923076923,36430.76923076923,-0.00999999999999801,0.240000000000002,-1.259999999999998
324.0,894.0,857.0,324.0,894.0,857.0,25.02,24.61,21.35,25.0,8100.0,22350.0,21425.0,0.019999999999999574,-0.39000000000000057,-3.6499999999999986
,993.0,,,1013.265306122449,,,24.01,,24.0,,24318.367346938776,,,0.010000000000001563,
338.0,926.0,926.0,338.0,926.0,926.0,24.83,23.52,22.11,25.0,8450.0,23150.0,23150.0,-0.1700000000000017,-1.4800000000000004,-2.8900000000000006
,1456.0,,,735.3535353535353,,,73.72,,74.0,,54416.16161616161,,,-0.28000000000000114,
524.0,562.0,,524.0,562.0,,24.56,24.42,,25.0,13100.0,14050.0,,-0.4400000000000013,-0.5799999999999983,
339.0,954.0,986.0,308.18181818181813,867.2727272727273,896.3636363636363,28.98,29.36,32.26,30.0,9245.454545454544,26018.181818181816,26890.90909090909,-1.0199999999999996,-0.6400000000000006,2.259999999999998
356.0,394.0,,187.3684210526316,207.3684210526316,,70.84,64.99,,70.0,13115.789473684212,14515.789473684212,,0.8400000000000034,-5.010000000000005,
416.0,455.0,,277.3333333333333,303.3333333333333,,50.33,45.27,,50.0,13866.666666666666,15166.666666666666,,0.3299999999999983,-4.729999999999997,
182.0,496.0,529.0,182.0,496.0,529.0,23.88,23.72,24.1,25.0,4550.0,12400.0,13225.0,-1.120000000000001,-1.2800000000000011,-0.8999999999999986
,1181.0,,,1054.4642857142856,,,30.5,,31.0,,32688.39285714285,,,-0.5,
,1176.0,,,890.9090909090909,,,39.6,,41.0,,36527.27272727273,,,-1.3999999999999986,
579.0,577.0,,507.8947368421052,506.14035087719293,,31.77,28.81,,32.0,16252.631578947367,16196.491228070174,,-0.23000000000000043,-3.1900000000000013,
268.0,764.0,831.0,157.6470588235294,449.4117647058823,488.82352941176464,59.06,57.41,61.46,60.0,9458.823529411764,26964.70588235294,29329.411764705877,-0.9399999999999977,-2.5900000000000034,1.4600000000000009
380.0,1332.0,1531.0,180.95238095238093,634.2857142857142,729.047619047619,82.27,78.26,79.99,80.0,14476.190476190475,50742.85714285714,58323.80952380953,2.269999999999996,-1.7399999999999949,-0.010000000000005116
,1225.0,,,618.6868686868687,,,72.4,,74.0,,45782.82828282828,,,-1.5999999999999943,
231.0,244.0,,209.99999999999997,221.8181818181818,,29.69,28.56,,30.0,6299.999999999999,6654.545454545454,,-0.3099999999999987,-1.4400000000000013,
411.0,1196.0,1158.0,316.15384615384613,920.0,890.7692307692307,39.9,41.29,36.97,40.0,12646.153846153846,36800.0,35630.76923076923,-0.10000000000000142,1.2899999999999991,-3.030000000000001
,1121.0,,,1167.7083333333335,,,23.31,,23.0,,26857.29166666667,,,0.3099999999999987,
,1257.0,,,587.3831775700934,,,81.82,,82.0,,48165.420560747654,,,-0.18000000000000682,
,1249.0,,,717.816091954023,,,61.97,,62.0,,44504.597701149425,,,-0.030000000000001137,
,1204.0,,,781.8181818181818,,,48.79,,52.0,,40654.54545454545,,,-3.210000000000001,
367.0,1086.0,1111.0,244.66666666666666,724.0,740.6666666666666,48.18,49.1,49.17,50.0,12233.333333333332,36200.0,37033.33333333333,-1.8200000000000003,-0.8999999999999986,-0.8299999999999983
413.0,1381.0,1354.0,196.66666666666666,657.6190476190476,644.7619047619047,78.16,79.57,82.16,80.0,15733.333333333332,52609.52380952381,51580.952380952374,-1.8400000000000034,-0.4300000000000068,2.1599999999999966
579.0,591.0,,507.8947368421052,518.4210526315788,,31.64,31.69,,32.0,16252.631578947367,16589.473684210523,,-0.35999999999999943,-0.3099999999999987,
413.0,1351.0,1265.0,196.66666666666666,643.3333333333333,602.3809523809524,78.96,78.26,79.68,80.0,15733.333333333332,51466.66666666666,48190.47619047619,-1.0400000000000063,-1.7399999999999949,-0.3199999999999932
,1212.0,,,918.1818181818181,,,39.93,,41.0,,37645.454545454544,,,-1.0700000000000003,
,939.0,,,455.8252427184466,,,67.53,,78.0,,35554.36893203884,,,-10.469999999999999,
444.0,1278.0,1278.0,296.0,852.0,852.0,48.16,48.72,45.14,50.0,14800.0,42600.0,42600.0,-1.8400000000000034,-1.2800000000000011,-4.859999999999999
441.0,1324.0,1210.0,232.10526315789474,696.8421052631579,636.8421052631579,70.46,68.49,69.72,70.0,16247.368421052632,48778.94736842105,44578.94736842105,0.45999999999999375,-1.5100000000000051,-0.28000000000000114
,1097.0,,,731.3333333333334,,,49.44,,50.0,,36566.66666666667,,,-0.5600000000000023,
,901.0,,,763.5593220338983,,,32.81,,34.0,,25961.01694915254,,,-1.1899999999999977,
,952.0,,,610.2564102564103,,,50.18,,53.0,,32343.589743589746,,,-2.8200000000000003,
,1278.0,,,798.75,,,45.14,,55.0,,43931.25,,,-9.86,
285.0,815.0,934.0,150.0,428.94736842105266,491.5789473684211,68.43,69.43,73.8,70.0,10500.0,30026.315789473687,34410.52631578947,-1.5699999999999932,-0.5699999999999932,3.799999999999997
,1352.0,,,689.795918367347,,,60.21,,73.0,,50355.10204081633,,,-12.79,
,1215.0,,,934.6153846153845,,,40.08,,40.0,,37384.61538461538,,,0.0799999999999983,
428.0,1312.0,1214.0,225.26315789473685,690.5263157894738,638.9473684210527,69.94,70.92,68.92,70.0,15768.42105263158,48336.84210526316,44726.31578947369,-0.060000000000002274,0.9200000000000017,-1.0799999999999983
,1222.0,,,793.5064935064935,,,49.13,,52.0,,41262.33766233766,,,-2.8699999999999974,
,828.0,,,475.86206896551727,,,61.91,,62.0,,29503.44827586207,,,-0.09000000000000341,
,738.0,,,492.0,,,49.21,,50.0,,24600.0,,,-0.7899999999999991,
388.0,1307.0,1266.0,184.76190476190476,622.3809523809524,602.8571428571428,80.11,79.27,78.16,80.0,14780.952380952382,49790.47619047619,48228.57142857142,0.10999999999999943,-0.730000000000004,-1.8400000000000034
,1184.0,,,896.9696969696969,,,38.74,,41.0,,36775.75757575757,,,-2.259999999999998,
82.0,57.0,,74.54545454545453,51.81818181818181,,29.46,28.83,,30.0,2236.363636363636,1554.5454545454545,,-0.5399999999999991,-1.1700000000000017,
163.0,493.0,454.0,108.66666666666667,328.6666666666667,302.6666666666667,48.27,50.61,44.69,50.0,5433.333333333334,16433.333333333336,15133.333333333334,-1.7299999999999969,0.6099999999999994,-5.310000000000002
681.0,731.0,,358.42105263157896,384.7368421052632,,70.76,61.8,,70.0,25089.473684210527,26931.578947368424,,0.7600000000000051,-8.200000000000003,
419.0,1261.0,1257.0,246.4705882352941,741.7647058823528,739.4117647058823,61.35,61.3,60.21,60.0,14788.235294117645,44505.88235294117,44364.70588235294,1.3500000000000014,1.2999999999999972,0.21000000000000085
,1185.0,,,897.7272727272726,,,38.48,,41.0,,36806.81818181818,,,-2.520000000000003,
,1616.0,,,741.2844036697248,,,83.55,,84.0,,62267.88990825689,,,-0.45000000000000284,
417.0,437.0,,198.57142857142856,208.09523809523807,,81.6,75.01,,80.0,15885.714285714284,16647.619047619046,,1.5999999999999943,-4.989999999999995,
334.0,957.0,1027.0,256.9230769230769,736.1538461538461,790.0,40.18,39.36,44.96,40.0,10276.923076923076,29446.153846153844,31600.0,0.17999999999999972,-0.6400000000000006,4.960000000000001
,1206.0,,,793.421052631579,,,50.41,,51.0,,40464.47368421053,,,-0.5900000000000034,
,1222.0,,,718.8235294117646,,,58.05,,60.0,,43129.41176470588,,,-1.9500000000000028,
142.0,459.0,437.0,67.61904761904762,218.57142857142856,208.09523809523807,78.56,79.47,75.01,80.0,5409.523809523809,17485.714285714283,16647.619047619046,-1.4399999999999977,-0.5300000000000011,-4.989999999999995
,1189.0,,,900.7575757575758,,,39.57,,41.0,,36931.06060606061,,,-1.4299999999999997,
421.0,1210.0,1153.0,382.7272727272727,1100.0,1048.181818181818,30.32,30.4,29.03,30.0,11481.81818181818,33000.0,31445.45454545454,0.3200000000000003,0.3999999999999986,-0.9699999999999989
409.0,397.0,,371.8181818181818,360.9090909090909,,29.57,28.78,,30.0,11154.545454545454,10827.272727272726,,-0.4299999999999997,-1.2199999999999989,
424.0,1315.0,1450.0,223.1578947368421,692.1052631578948,763.1578947368422,69.5,69.94,73.72,70.0,15621.052631578948,48447.36842105263,53421.052631578954,-0.5,-0.060000000000002274,3.719999999999999
312.0,924.0,1035.0,164.21052631578948,486.3157894736842,544.7368421052632,69.5,68.36,71.77,70.0,11494.736842105263,34042.10526315789,38131.57894736843,-0.5,-1.6400000000000006,1.769999999999996
265.0,755.0,835.0,155.88235294117646,444.1176470588235,491.17647058823525,58.35,56.97,61.69,60.0,9352.941176470587,26647.05882352941,29470.588235294115,-1.6499999999999986,-3.030000000000001,1.6899999999999977
196.0,548.0,519.0,178.18181818181816,498.18181818181813,471.81818181818176,29.49,30.5,30.27,30.0,5345.454545454545,14945.454545454544,14154.545454545452,-0.5100000000000016,0.5,0.2699999999999996
336.0,1017.0,993.0,336.0,1017.0,993.0,25.21,26.5,24.01,25.0,8400.0,25425.0,24825.0,0.21000000000000085,1.5,-0.9899999999999984
,985.0,,,879.4642857142857,,,31.51,,31.0,,27263.392857142855,,,0.5100000000000016,
,1248.0,,,562.1621621621622,,,80.95,,86.0,,48345.94594594595,,,-5.049999999999997,
,1168.0,,,1042.8571428571427,,,30.48,,31.0,,32328.571428571424,,,-0.5199999999999996,
,1333.0,,,622.8971962616822,,,83.43,,82.0,,51077.57009345794,,,1.4300000000000068,
,1570.0,,,754.8076923076923,,,80.09,,79.0,,59629.80769230769,,,1.0900000000000034,
280.0,783.0,815.0,254.54545454545453,711.8181818181818,740.9090909090909,30.2,30.9,30.89,30.0,7636.363636363636,21354.545454545452,22227.272727272728,0.1999999999999993,0.8999999999999986,0.8900000000000006
,1158.0,,,772.0,,,48.01,,50.0,,38600.0,,,-1.990000000000002,
49.0,93.0,87.0,49.0,93.0,87.0,22.16,23.98,25.16,25.0,1225.0,2325.0,2175.0,-2.84,-1.0199999999999996,0.16000000000000014
,1002.0,,,863.7931034482759,,,33.03,,33.0,,28505.172413793105,,,0.030000000000001137,
328.0,950.0,1063.0,192.9411764705882,558.8235294117646,625.2941176470588,58.65,59.63,56.83,60.0,11576.470588235292,33529.41176470588,37517.647058823524,-1.3500000000000014,-0.36999999999999744,-3.1700000000000017
265.0,759.0,835.0,155.88235294117646,446.4705882352941,491.17647058823525,58.8,60.48,61.52,60.0,9352.941176470587,26788.235294117647,29470.588235294115,-1.2000000000000028,0.4799999999999969,1.5200000000000031
46.0,94.0,91.0,46.0,94.0,91.0,21.35,24.85,25.48,25.0,1150.0,2350.0,2275.0,-3.6499999999999986,-0.14999999999999858,0.4800000000000004
410.0,1197.0,1181.0,315.38461538461536,920.7692307692307,908.4615384615385,39.33,39.81,35.41,40.0,12615.384615384613,36830.76923076923,36338.46153846154,-0.6700000000000017,-0.18999999999999773,-4.590000000000003
,1170.0,,,928.5714285714286,,,35.85,,38.0,,35285.71428571428,,,-2.1499999999999986,
,1092.0,,,802.9411764705883,,,41.94,,43.0,,34526.470588235294,,,-1.0600000000000023,
69.0,125.0,105.0,46.0,83.33333333333333,70.0,49.48,50.03,47.24,50.0,2300.0,4166.666666666666,3500.0,-0.5200000000000031,0.030000000000001137,-2.759999999999998
,1211.0,,,617.8571428571429,,,70.92,,73.0,,45103.57142857143,,,-2.0799999999999983,
539.0,577.0,,359.3333333333333,384.6666666666667,,48.75,43.79,,50.0,17966.666666666664,19233.333333333336,,-1.25,-6.210000000000001,
430.0,441.0,,204.76190476190476,210.0,,81.16,70.01,,80.0,16380.952380952382,16800.0,,1.1599999999999966,-9.989999999999995,
382.0,1154.0,1180.0,224.70588235294116,678.8235294117646,694.1176470588234,59.11,59.68,61.41,60.0,13482.35294117647,40729.41176470588,41647.058823529405,-0.8900000000000006,-0.3200000000000003,1.4099999999999966
,1237.0,,,557.2072072072073,,,84.51,,86.0,,47919.81981981982,,,-1.4899999999999949,
327.0,916.0,929.0,297.27272727272725,832.7272727272726,844.5454545454545,29.71,30.58,32.18,30.0,8918.181818181818,24981.81818181818,25336.363636363636,-0.28999999999999915,0.5799999999999983,2.1799999999999997
431.0,1361.0,1345.0,205.23809523809524,648.0952380952381,640.4761904761905,79.23,80.3,76.54,80.0,16419.04761904762,51847.619047619046,51238.09523809524,-0.769999999999996,0.29999999999999716,-3.4599999999999937
,1124.0,,,1170.8333333333335,,,23.29,,23.0,,26929.16666666667,,,0.28999999999999915,
334.0,956.0,1024.0,256.9230769230769,735.3846153846154,787.6923076923076,39.8,41.1,40.15,40.0,10276.923076923076,29415.384615384613,31507.692307692305,-0.20000000000000284,1.1000000000000014,0.14999999999999858
422.0,1212.0,1217.0,324.6153846153846,932.3076923076923,936.1538461538461,39.45,39.21,41.75,40.0,12984.615384615383,37292.30769230769,37446.153846153844,-0.5499999999999972,-0.7899999999999991,1.75
426.0,1327.0,1456.0,224.21052631578948,698.421052631579,766.3157894736843,69.07,68.57,73.72,70.0,15694.736842105263,48889.47368421053,53642.1052631579,-0.9300000000000068,-1.4300000000000068,3.719999999999999
444.0,1304.0,1204.0,296.0,869.3333333333334,802.6666666666666,49.02,49.48,48.79,50.0,14800.0,43466.66666666667,40133.33333333333,-0.9799999999999969,-0.5200000000000031,-1.2100000000000009
,750.0,,,568.1818181818181,,,38.42,,41.0,,23295.454545454544,,,-2.5799999999999983,
,740.0,,,493.3333333333333,,,50.41,,50.0,,24666.666666666664,,,0.4099999999999966,
802.0,834.0,,626.5625,651.5625,,39.45,35.99,,39.0,24435.9375,25410.9375,,0.45000000000000284,-3.009999999999998,
249.0,707.0,738.0,166.0,471.3333333333333,492.0,50.21,51.82,49.21,50.0,8300.0,23566.666666666664,24600.0,0.21000000000000085,1.8200000000000003,-0.7899999999999991
,873.0,,,928.7234042553192,,,21.66,,22.0,,20431.914893617024,,,-0.33999999999999986,
381.0,1122.0,1070.0,381.0,1122.0,1070.0,24.91,24.54,21.85,25.0,9525.0,28050.0,26750.0,-0.08999999999999986,-0.46000000000000085,-3.1499999999999986
587.0,667.0,,598.9795918367347,680.6122448979592,,23.77,23.57,,24.0,14375.510204081633,16334.69387755102,,-0.23000000000000043,-0.4299999999999997,
366.0,1132.0,1283.0,174.28571428571428,539.047619047619,610.952380952381,79.47,80.3,82.38,80.0,13942.857142857141,43123.80952380953,48876.19047619047,-0.5300000000000011,0.29999999999999716,2.3799999999999955
,1185.0,,,750.0,,,53.55,,54.0,,40500.0,,,-0.45000000000000284,
414.0,1199.0,1131.0,376.3636363636363,1090.0,1028.181818181818,29.38,30.76,30.07,30.0,11290.90909090909,32700.0,30845.45454545454,-0.620000000000001,0.7600000000000016,0.07000000000000028
391.0,1147.0,1084.0,391.0,1147.0,1084.0,26.09,26.48,24.01,25.0,9775.0,28675.0,27100.0,1.0899999999999999,1.4800000000000004,-0.9899999999999984
356.0,1056.0,1075.0,237.33333333333334,704.0,716.6666666666666,48.79,50.45,51.5,50.0,11866.666666666668,35200.0,35833.33333333333,-1.2100000000000009,0.45000000000000284,1.5
164.0,482.0,412.0,149.09090909090907,438.18181818181813,374.5454545454545,28.93,30.03,27.81,30.0,4472.727272727272,13145.454545454544,11236.363636363636,-1.0700000000000003,0.030000000000001137,-2.1900000000000013
,1219.0,,,771.5189873417721,,,52.28,,54.0,,41662.02531645569,,,-1.7199999999999989,
,1188.0,,,1060.7142857142856,,,30.45,,31.0,,32882.142857142855,,,-0.5500000000000007,
412.0,1193.0,1169.0,316.9230769230769,917.6923076923076,899.2307692307692,39.87,41.5,36.97,40.0,12676.923076923076,36707.692307692305,35969.230769230766,-0.13000000000000256,1.5,-3.030000000000001
,1266.0,,,832.8947368421052,,,47.28,,51.0,,42477.63157894737,,,-3.719999999999999,
136.0,150.0,,61.81818181818181,68.18181818181817,,88.59,77.39,,85.0,5254.545454545454,5795.454545454545,,3.5900000000000034,-7.609999999999999,
,1217.0,,,894.8529411764707,,,41.6,,43.0,,38478.67647058824,,,-1.3999999999999986,
308.0,859.0,911.0,280.0,780.9090909090909,828.1818181818181,30.22,30.5,33.93,30.0,8400.0,23427.272727272728,24845.454545454544,0.21999999999999886,0.5,3.9299999999999997
413.0,1238.0,1241.0,275.3333333333333,825.3333333333334,827.3333333333334,49.86,48.38,46.88,50.0,13766.666666666666,41266.66666666667,41366.66666666667,-0.14000000000000057,-1.6199999999999974,-3.1199999999999974
147.0,422.0,401.0,147.0,422.0,401.0,22.09,23.25,24.44,25.0,3675.0,10550.0,10025.0,-2.91,-1.75,-0.5599999999999987
369.0,1070.0,1050.0,369.0,1070.0,1050.0,24.46,25.5,22.95,25.0,9225.0,26750.0,26250.0,-0.5399999999999991,0.5,-2.0500000000000007
,1121.0,,,889.6825396825396,,,33.37,,38.0,,33807.93650793651,,,-4.630000000000003,
,1101.0,,,640.1162790697674,,,59.11,,61.0,,39047.09302325581,,,-1.8900000000000006,
,1249.0,,,630.8080808080808,,,70.76,,74.0,,46679.79797979798,,,-3.239999999999995,
,1303.0,,,766.470588235294,,,52.49,,60.0,,45988.23529411764,,,-7.509999999999998,
93.0,248.0,249.0,84.54545454545453,225.45454545454544,226.36363636363635,29.71,30.06,29.08,30.0,2536.363636363636,6763.636363636363,6790.90909090909,-0.28999999999999915,0.05999999999999872,-0.9200000000000017
,1257.0,,,566.2162162162163,,,85.85,,86.0,,48694.5945945946,,,-0.15000000000000568,
402.0,1159.0,1112.0,402.0,1159.0,1112.0,25.77,26.43,23.38,25.0,10050.0,28975.0,27800.0,0.7699999999999996,1.4299999999999997,-1.620000000000001
413.0,1196.0,1121.0,375.45454545454544,1087.2727272727273,1019.090909090909,28.91,30.96,30.5,30.0,11263.636363636364,32618.181818181816,30572.727272727272,-1.0899999999999999,0.9600000000000009,0.5
,825.0,,,859.375,,,22.59,,23.0,,19765.625,,,-0.41000000000000014,
445.0,1344.0,1257.0,211.9047619047619,640.0,598.5714285714286,79.07,80.55,85.85,80.0,16952.38095238095,51200.0,47885.71428571428,-0.9300000000000068,0.5499999999999972,5.849999999999994
456.0,1421.0,1417.0,217.14285714285714,676.6666666666666,674.7619047619047,78.12,80.09,74.14,80.0,17371.428571428572,54133.33333333333,53980.952380952374,-1.8799999999999955,0.09000000000000341,-5.859999999999999
,1220.0,,,693.1818181818181,,,59.79,,63.0,,43670.454545454544,,,-3.210000000000001,
402.0,1184.0,1121.0,402.0,1184.0,1121.0,24.92,25.38,23.31,25.0,10050.0,29600.0,28025.0,-0.0799999999999983,0.379999999999999,-1.6900000000000013
240.0,872.0,741.0,114.28571428571428,415.23809523809524,352.85714285714283,81.05,80.52,70.09,80.0,9142.857142857141,33219.04761904762,28228.571428571428,1.0499999999999972,0.519999999999996,-9.909999999999997
,1055.0,,,1076.530612244898,,,2.31,,24.0,,25836.73469387755,,,-21.69,
582.0,645.0,,519.6428571428571,575.8928571428571,,30.6,30.37,,31.0,16108.92857142857,17852.67857142857,,-0.3999999999999986,-0.629999999999999,
,1591.0,,,716.6666666666667,,,73.38,,86.0,,61633.33333333334,,,-12.620000000000005,
77.0,87.0,,77.0,87.0,,24.46,25.16,,25.0,1925.0,2175.0,,-0.5399999999999991,0.16000000000000014,
80.0,93.0,,78.43137254901961,91.17647058823529,,25.48,26.06,,26.0,2039.21568627451,2370.5882352941176,,-0.5199999999999996,0.05999999999999872,
247.0,707.0,738.0,164.66666666666666,471.3333333333333,492.0,48.57,51.74,50.37,50.0,8233.333333333332,23566.666666666664,24600.0,-1.4299999999999997,1.740000000000002,0.36999999999999744
,825.0,,,859.375,,,22.64,,23.0,,19765.625,,,-0.35999999999999943,
,1316.0,,,620.754716981132,,,79.06,,81.0,,50281.132075471694,,,-1.9399999999999977,
,1213.0,,,673.8888888888889,,,63.47,,65.0,,43802.77777777778,,,-1.5300000000000011,
147.0,423.0,389.0,147.0,423.0,389.0,22.07,22.71,25.65,25.0,3675.0,10575.0,9725.0,-2.9299999999999997,-2.289999999999999,0.6499999999999986
378.0,1094.0,1121.0,343.6363636363636,994.5454545454545,1019.090909090909,30.09,30.17,33.37,30.0,10309.090909090908,29836.363636363636,30572.727272727272,0.08999999999999986,0.1700000000000017,3.3699999999999974
51.0,104.0,105.0,39.230769230769226,80.0,80.76923076923076,38.56,39.01,38.95,40.0,1569.230769230769,3200.0,3230.7692307692305,-1.4399999999999977,-0.990000000000002,-1.0499999999999972
407.0,1168.0,1185.0,369.99999999999994,1061.8181818181818,1077.2727272727273,29.08,28.98,28.91,30.0,11099.999999999998,31854.545454545452,32318.181818181816,-0.9200000000000017,-1.0199999999999996,-1.0899999999999999
423.0,1345.0,1419.0,222.63157894736844,707.8947368421053,746.8421052631579,70.54,70.61,68.29,70.0,15584.21052631579,49552.631578947374,52278.94736842105,0.5400000000000063,0.6099999999999994,-1.7099999999999937
,1052.0,,,762.3188405797102,,,43.59,,44.0,,33542.02898550725,,,-0.4099999999999966,
,828.0,,,862.5,,,22.45,,23.0,,19837.5,,,-0.5500000000000007,
,1101.0,,,797.8260869565217,,,42.71,,44.0,,35104.34782608696,,,-1.2899999999999991,
,1223.0,,,899.264705882353,,,36.49,,43.0,,38668.38235294118,,,-6.509999999999998,
,1583.0,,,713.0630630630632,,,82.5,,86.0,,61323.42342342343,,,-3.5,
,1259.0,,,740.5882352941176,,,59.53,,60.0,,44435.294117647056,,,-0.46999999999999886,
583.0,634.0,,342.9411764705882,372.9411764705882,,59.74,52.49,,60.0,20576.47058823529,22376.47058823529,,-0.259999999999998,-7.509999999999998,
52.0,104.0,109.0,40.0,80.0,83.84615384615384,39.01,38.71,40.39,40.0,1600.0,3200.0,3353.8461538461534,-0.990000000000002,-1.2899999999999991,0.39000000000000057
,932.0,,,475.51020408163265,,,72.97,,73.0,,34712.244897959186,,,-0.030000000000001137,
,886.0,,,750.8474576271187,,,32.89,,34.0,,25528.813559322036,,,-1.1099999999999994,
67.0,140.0,114.0,39.41176470588235,82.35294117647058,67.05882352941175,60.11,60.21,52.2,60.0,2364.705882352941,4941.176470588235,4023.5294117647054,0.10999999999999943,0.21000000000000085,-7.799999999999997
301.0,325.0,,198.02631578947367,213.81578947368422,,51.17,45.41,,51.0,10099.342105263157,10904.605263157895,,0.1700000000000017,-5.590000000000003,
