EC_M01,EC_M02,EC_M03,EC_25C_M01,EC_25C_M02,EC_25C_M03,Temp_M01_C,Temp_M02_C,Temp_M03_C,Mercury_Temp,EC_TrueTemp_M01,EC_TrueTemp_M02,EC_TrueTemp_M03,Temp_Error_M01,Temp_Error_M02,Temp_Error_M03
289.0,883.0,939.0,137.61904761904762,420.4761904761905,447.1428571428571,78.36,79.27,67.53,80.0,11009.52380952381,33638.09523809524,35771.428571428565,-1.6400000000000006,-0.730000000000004,-12.469999999999999
69.0,168.0,120.0,36.31578947368421,88.42105263157895,63.15789473684211,70.35,70.23,66.33,70.0,2542.105263157895,6189.473684210526,4421.0526315789475,0.3499999999999943,0.23000000000000398,-3.6700000000000017
,929.0,,,967.7083333333334,,,22.83,,23.0,,22257.291666666668,,,-0.1700000000000017,
147.0,421.0,124.0,147.0,421.0,124.0,22.38,22.57,25.19,25.0,3675.0,10525.0,3100.0,-2.620000000000001,-2.4299999999999997,0.19000000000000128
345.0,387.0,,179.6875,201.5625,,72.32,64.5,,71.0,12757.8125,14310.9375,,1.3199999999999932,-6.5,
415.0,1332.0,1300.0,218.42105263157896,701.0526315789474,684.2105263157895,70.46,70.31,72.89,70.0,15289.473684210527,49073.68421052632,47894.73684210527,0.45999999999999375,0.3100000000000023,2.8900000000000006
322.0,893.0,851.0,322.0,893.0,851.0,24.9,25.09,21.11,25.0,8050.0,22325.0,21275.0,-0.10000000000000142,0.08999999999999986,-3.8900000000000006
213.0,237.0,,213.0,237.0,,24.85,25.26,,25.0,5325.0,5925.0,,-0.14999999999999858,0.26000000000000156,
450.0,1353.0,1283.0,214.28571428571428,644.2857142857142,610.952380952381,79.37,80.15,82.05,80.0,17142.85714285714,51542.85714285714,48876.19047619047,-0.6299999999999955,0.15000000000000568,2.049999999999997
,1169.0,,,859.5588235294118,,,36.97,,43.0,,36961.029411764706,,,-6.030000000000001,
64.0,142.0,115.0,37.647058823529406,83.52941176470587,67.6470588235294,59.11,60.03,55.57,60.0,2258.8235294117644,5011.764705882352,4058.8235294117644,-0.8900000000000006,0.030000000000001137,-4.43
,1281.0,,,610.0,,,75.45,,80.0,,48800.0,,,-4.549999999999997,
338.0,988.0,903.0,225.33333333333334,658.6666666666666,602.0,51.54,52.61,49.9,50.0,11266.666666666668,32933.33333333333,30100.0,1.5399999999999991,2.6099999999999994,-0.10000000000000142
,1219.0,,,923.4848484848484,,,39.96,,41.0,,37862.878787878784,,,-1.0399999999999991,
,1232.0,,,947.6923076923076,,,39.78,,40.0,,37907.692307692305,,,-0.21999999999999886,
,1417.0,,,753.7234042553192,,,68.64,,69.0,,52006.914893617024,,,-0.35999999999999943,
,1639.0,,,751.8348623853212,,,83.31,,84.0,,63154.128440366985,,,-0.6899999999999977,
356.0,1017.0,1104.0,209.41176470588232,598.235294117647,649.4117647058823,58.86,58.36,59.53,60.0,12564.705882352939,35894.11764705882,38964.70588235294,-1.1400000000000006,-1.6400000000000006,-0.46999999999999886
376.0,1154.0,1170.0,221.17647058823528,678.8235294117646,688.235294117647,59.32,58.8,59.69,60.0,13270.588235294117,40729.41176470588,41294.11764705882,-0.6799999999999997,-1.2000000000000028,-0.3100000000000023
327.0,952.0,1045.0,192.35294117647058,559.9999999999999,614.7058823529411,59.16,59.69,58.65,60.0,11541.176470588234,33599.99999999999,36882.35294117647,-0.8400000000000034,-0.3100000000000023,-1.3500000000000014
,1029.0,,,902.6315789473683,,,30.96,,32.0,,28884.210526315786,,,-1.0399999999999991,
,1263.0,,,590.1869158878504,,,77.01,,82.0,,48395.327102803734,,,-4.989999999999995,
414.0,1230.0,1225.0,243.52941176470586,723.5294117647059,720.5882352941176,60.59,58.55,57.41,60.0,14611.764705882351,43411.76470588235,43235.294117647056,0.5900000000000034,-1.4500000000000028,-2.5900000000000034
406.0,1372.0,1333.0,193.33333333333331,653.3333333333333,634.7619047619047,81.05,80.41,83.43,80.0,15466.666666666664,52266.66666666666,50780.952380952374,1.0499999999999972,0.4099999999999966,3.430000000000007
137.0,152.0,,64.62264150943396,71.69811320754717,,83.79,82.85,,81.0,5234.433962264151,5807.547169811321,,2.7900000000000063,1.8499999999999943,
441.0,1295.0,1288.0,259.4117647058823,761.7647058823528,757.6470588235293,59.68,60.43,61.46,60.0,15564.705882352939,45705.88235294117,45458.823529411755,-0.3200000000000003,0.4299999999999997,1.4600000000000009
253.0,278.0,,194.6153846153846,213.84615384615384,,39.66,36.02,,40.0,7784.615384615385,8553.846153846154,,-0.3400000000000034,-3.979999999999997,
,1107.0,,,738.0,,,49.1,,50.0,,36900.0,,,-0.8999999999999986,
,1269.0,,,729.3103448275862,,,60.64,,62.0,,45217.24137931034,,,-1.3599999999999994,
499.0,544.0,,262.63157894736844,286.3157894736842,,70.39,63.53,,70.0,18384.21052631579,20042.105263157897,,0.39000000000000057,-6.469999999999999,
463.0,524.0,,463.0,524.0,,24.34,24.51,,25.0,11575.0,13100.0,,-0.6600000000000001,-0.48999999999999844,
212.0,570.0,590.0,212.0,570.0,590.0,25.48,24.89,24.15,25.0,5300.0,14250.0,14750.0,0.4800000000000004,-0.10999999999999943,-0.8500000000000014
310.0,896.0,924.0,238.46153846153845,689.2307692307692,710.7692307692307,38.53,41.23,39.63,40.0,9538.461538461539,27569.230769230766,28430.769230769227,-1.4699999999999989,1.2299999999999969,-0.36999999999999744
,940.0,,,979.1666666666667,,,22.66,,23.0,,22520.833333333336,,,-0.33999999999999986,
396.0,1163.0,1161.0,264.0,775.3333333333334,774.0,50.37,49.98,50.61,50.0,13200.0,38766.66666666667,38700.0,0.36999999999999744,-0.020000000000003126,0.6099999999999994
416.0,466.0,,244.70588235294116,274.1176470588235,,61.13,54.48,,60.0,14682.35294117647,16447.05882352941,,1.1300000000000026,-5.520000000000003,
,1172.0,,,930.1587301587301,,,35.13,,38.0,,35346.031746031746,,,-2.8699999999999974,
325.0,353.0,,191.17647058823528,207.6470588235294,,60.86,55.84,,60.0,11470.588235294117,12458.823529411764,,0.8599999999999994,-4.159999999999997,
106.0,119.0,,60.91954022988506,68.39080459770115,,62.36,55.84,,62.0,3777.0114942528735,4240.229885057472,,0.35999999999999943,-6.159999999999997,
,1336.0,,,674.7474747474747,,,70.46,,74.0,,49931.31313131313,,,-3.5400000000000063,
673.0,772.0,,311.5740740740741,357.4074074074074,,84.88,72.56,,83.0,25860.64814814815,29664.814814814814,,1.8799999999999955,-10.439999999999998,
,1257.0,,,952.2727272727273,,,38.5,,41.0,,39043.181818181816,,,-2.5,
117.0,124.0,,61.578947368421055,65.26315789473685,,70.54,63.12,,70.0,4310.526315789474,4568.421052631579,,0.5400000000000063,-6.880000000000003,
364.0,1083.0,1196.0,191.57894736842107,570.0,629.4736842105264,69.57,71.45,72.89,70.0,13410.526315789475,39900.0,44063.15789473685,-0.4300000000000068,1.4500000000000028,2.8900000000000006
,1274.0,,,740.6976744186046,,,48.23,,61.0,,45182.55813953488,,,-12.770000000000003,
393.0,1139.0,1178.0,357.27272727272725,1035.4545454545453,1070.9090909090908,29.51,29.71,35.52,30.0,10718.181818181818,31063.636363636357,32127.272727272724,-0.48999999999999844,-0.28999999999999915,5.520000000000003
419.0,1269.0,1264.0,246.4705882352941,746.470588235294,743.5294117647059,61.3,59.68,59.01,60.0,14788.235294117645,44788.23529411764,44611.76470588235,1.2999999999999972,-0.3200000000000003,-0.990000000000002
,1089.0,,,789.1304347826087,,,42.39,,44.0,,34721.739130434784,,,-1.6099999999999994,
185.0,553.0,466.0,108.8235294117647,325.2941176470588,274.1176470588235,59.86,60.89,54.48,60.0,6529.411764705882,19517.647058823528,16447.05882352941,-0.14000000000000057,0.8900000000000006,-5.520000000000003
140.0,450.0,441.0,66.66666666666666,214.28571428571428,210.0,79.99,79.88,70.01,80.0,5333.333333333332,17142.85714285714,16800.0,-0.010000000000005116,-0.12000000000000455,-9.989999999999995
409.0,1197.0,1182.0,314.6153846153846,920.7692307692307,909.2307692307692,41.16,41.56,37.29,40.0,12584.615384615383,36830.76923076923,36369.230769230766,1.1599999999999966,1.5600000000000023,-2.710000000000001
225.0,247.0,,204.54545454545453,224.54545454545453,,29.71,28.21,,30.0,6136.363636363636,6736.363636363636,,-0.28999999999999915,-1.7899999999999991,
,1378.0,,,604.3859649122807,,,88.31,,89.0,,53790.35087719298,,,-0.6899999999999977,
112.0,343.0,322.0,74.66666666666667,228.66666666666666,214.66666666666666,50.13,49.51,47.24,50.0,3733.3333333333335,11433.333333333332,10733.333333333332,0.13000000000000256,-0.490000000000002,-2.759999999999998
368.0,1097.0,1223.0,193.6842105263158,577.3684210526316,643.6842105263158,69.36,70.69,71.45,70.0,13557.894736842107,40415.789473684206,45057.89473684211,-0.6400000000000006,0.6899999999999977,1.4500000000000028
338.0,952.0,985.0,307.27272727272725,865.4545454545454,895.4545454545454,28.68,29.69,31.51,30.0,9218.181818181818,25963.63636363636,26863.63636363636,-1.3200000000000003,-0.3099999999999987,1.5100000000000016
,1225.0,,,546.875,,,83.08,,87.0,,47578.125,,,-3.9200000000000017,
147.0,435.0,408.0,113.07692307692307,334.6153846153846,313.8461538461538,39.18,41.41,36.61,40.0,4523.076923076923,13384.615384615383,12553.846153846152,-0.8200000000000003,1.4099999999999966,-3.3900000000000006
537.0,458.0,,358.0,305.3333333333333,,49.17,45.89,,50.0,17900.0,15266.666666666666,,-0.8299999999999983,-4.109999999999999,
222.0,622.0,647.0,170.76923076923077,478.46153846153845,497.6923076923077,37.81,40.66,33.75,40.0,6830.7692307692305,19138.46153846154,19907.69230769231,-2.1899999999999977,0.6599999999999966,-6.25
768.0,823.0,,600.0,642.96875,,38.62,36.1,,39.0,23400.0,25075.78125,,-0.38000000000000256,-2.8999999999999986,
,1229.0,,,568.9814814814814,,,79.37,,83.0,,47225.462962962956,,,-3.6299999999999955,
,930.0,,,469.6969696969697,,,74.23,,74.0,,34757.57575757576,,,0.23000000000000398,
100.0,291.0,276.0,76.92307692307692,223.84615384615384,212.3076923076923,39.39,38.59,35.46,40.0,3076.9230769230767,8953.846153846154,8492.307692307691,-0.6099999999999994,-1.4099999999999966,-4.539999999999999
426.0,1328.0,1204.0,224.21052631578948,698.9473684210527,633.6842105263158,68.36,69.5,62.25,70.0,15694.736842105263,48926.31578947369,44357.89473684211,-1.6400000000000006,-0.5,-7.75
388.0,1104.0,1137.0,298.46153846153845,849.2307692307692,874.6153846153846,39.93,40.76,39.87,40.0,11938.461538461539,33969.230769230766,34984.61538461538,-0.07000000000000028,0.759999999999998,-0.13000000000000256
,1354.0,,,638.6792452830189,,,82.16,,81.0,,51733.018867924526,,,1.1599999999999966,
288.0,310.0,,192.0,206.66666666666666,,48.75,43.59,,50.0,9600.0,10333.333333333332,,-1.25,-6.409999999999997,
709.0,744.0,,633.0357142857142,664.2857142857142,,30.66,28.83,,31.0,19624.10714285714,20592.85714285714,,-0.33999999999999986,-2.1700000000000017,
,1199.0,,,788.8157894736842,,,49.29,,51.0,,40229.60526315789,,,-1.7100000000000009,
435.0,1300.0,1260.0,228.94736842105263,684.2105263157895,663.1578947368421,68.71,69.42,73.38,70.0,16026.315789473683,47894.73684210527,46421.05263157895,-1.2900000000000063,-0.5799999999999983,3.3799999999999955
415.0,1425.0,1563.0,197.61904761904762,678.5714285714286,744.2857142857142,80.85,79.78,79.88,80.0,15809.52380952381,54285.71428571428,59542.85714285714,0.8499999999999943,-0.21999999999999886,-0.12000000000000455
405.0,1294.0,1249.0,213.1578947368421,681.0526315789474,657.3684210526316,68.57,69.8,70.76,70.0,14921.052631578948,47673.68421052632,46015.789473684206,-1.4300000000000068,-0.20000000000000284,0.7600000000000051
,645.0,,,503.90625,,,38.62,,39.0,,19652.34375,,,-0.38000000000000256,
437.0,1261.0,1204.0,257.0588235294117,741.7647058823528,708.235294117647,60.43,60.57,62.54,60.0,15423.529411764703,44505.88235294117,42494.11764705882,0.4299999999999997,0.5700000000000003,2.539999999999999
399.0,1153.0,1093.0,399.0,1153.0,1093.0,25.46,26.21,24.01,25.0,9975.0,28825.0,27325.0,0.46000000000000085,1.2100000000000009,-0.9899999999999984
,822.0,,,548.0,,,45.54,,50.0,,27400.0,,,-4.460000000000001,
183.0,545.0,504.0,140.76923076923077,419.2307692307692,387.6923076923077,39.07,39.78,36.69,40.0,5630.7692307692305,16769.23076923077,15507.692307692307,-0.9299999999999997,-0.21999999999999886,-3.3100000000000023
,1209.0,,,795.3947368421052,,,47.6,,51.0,,40565.13157894737,,,-3.3999999999999986,
228.0,749.0,679.0,120.0,394.2105263157895,357.3684210526316,68.51,70.24,69.16,70.0,8400.0,27594.736842105263,25015.789473684214,-1.4899999999999949,0.23999999999999488,-0.8400000000000034
220.0,624.0,646.0,169.23076923076923,480.0,496.9230769230769,37.58,40.22,37.69,40.0,6769.2307692307695,19200.0,19876.923076923078,-2.4200000000000017,0.21999999999999886,-2.3100000000000023
122.0,381.0,348.0,71.76470588235293,224.1176470588235,204.70588235294116,60.21,60.64,54.3,60.0,4305.882352941176,13447.05882352941,12282.35294117647,0.21000000000000085,0.6400000000000006,-5.700000000000003
444.0,1323.0,1387.0,211.42857142857142,630.0,660.4761904761905,78.67,78.36,87.08,80.0,16914.285714285714,50400.0,52838.09523809524,-1.3299999999999983,-1.6400000000000006,7.079999999999998
395.0,1195.0,1249.0,232.35294117647055,702.9411764705882,734.7058823529411,59.42,60.91,61.97,60.0,13941.176470588232,42176.470588235294,44082.35294117647,-0.5799999999999983,0.9099999999999966,1.9699999999999989
203.0,637.0,458.0,135.33333333333334,424.6666666666667,305.3333333333333,49.52,50.39,45.89,50.0,6766.666666666667,21233.333333333336,15266.666666666666,-0.4799999999999969,0.39000000000000057,-4.109999999999999
,1211.0,,,917.4242424242424,,,35.16,,41.0,,37614.393939393936,,,-5.840000000000003,
,1072.0,,,1093.8775510204082,,,22.61,,24.0,,26253.061224489797,,,-1.3900000000000006,
86.0,233.0,233.0,86.0,233.0,233.0,25.86,23.12,24.7,25.0,2150.0,5825.0,5825.0,0.8599999999999994,-1.879999999999999,-0.3000000000000007
263.0,279.0,,199.24242424242422,211.36363636363635,,41.0,38.45,,41.0,8168.939393939393,8665.90909090909,,0.0,-2.549999999999997,
,1262.0,,,742.3529411764705,,,57.56,,60.0,,44541.17647058823,,,-2.4399999999999977,
70.0,122.0,109.0,46.666666666666664,81.33333333333333,72.66666666666667,50.4,48.27,45.82,50.0,2333.333333333333,4066.6666666666665,3633.3333333333335,0.3999999999999986,-1.7299999999999969,-4.18
,1224.0,,,900.0000000000001,,,38.24,,43.0,,38700.00000000001,,,-4.759999999999998,
,876.0,,,663.6363636363636,,,36.13,,41.0,,27209.090909090908,,,-4.869999999999997,
283.0,806.0,834.0,217.69230769230768,620.0,641.5384615384615,37.63,39.69,35.68,40.0,8707.692307692307,24800.0,25661.53846153846,-2.3699999999999974,-0.3100000000000023,-4.32
,1010.0,,,870.6896551724138,,,33.16,,33.0,,28732.758620689656,,,0.1599999999999966,
339.0,1010.0,983.0,339.0,1010.0,983.0,25.89,24.95,23.91,25.0,8475.0,25250.0,24575.0,0.8900000000000006,-0.05000000000000071,-1.0899999999999999
,1095.0,,,1140.625,,,22.16,,23.0,,26234.375,,,-0.8399999999999999,
443.0,1293.0,1230.0,233.1578947368421,680.5263157894738,647.3684210526316,68.64,69.72,71.77,70.0,16321.052631578948,47636.84210526316,45315.789473684206,-1.3599999999999994,-0.28000000000000114,1.769999999999996
,1215.0,,,906.7164179104477,,,40.73,,42.0,,38082.0895522388,,,-1.2700000000000031,
85.0,229.0,240.0,85.0,229.0,240.0,25.45,22.59,26.14,25.0,2125.0,5725.0,6000.0,0.4499999999999993,-2.41,1.1400000000000006
231.0,249.0,,209.99999999999997,226.36363636363635,,30.12,29.08,,30.0,6299.999999999999,6790.90909090909,,0.120000000000001,-0.9200000000000017,
,986.0,,,1006.1224489795918,,,22.21,,24.0,,24146.938775510203,,,-1.7899999999999991,
230.0,248.0,,205.35714285714283,221.42857142857142,,29.54,28.41,,31.0,6366.0714285714275,6864.285714285714,,-1.4600000000000009,-2.59,
309.0,879.0,944.0,206.0,586.0,629.3333333333334,47.9,49.29,50.65,50.0,10300.0,29300.0,31466.666666666668,-2.1000000000000014,-0.7100000000000009,0.6499999999999986
,1282.0,,,832.4675324675325,,,49.32,,52.0,,43288.31168831169,,,-2.6799999999999997,
,1260.0,,,724.1379310344828,,,61.46,,62.0,,44896.551724137935,,,-0.5399999999999991,
,1240.0,,,765.4320987654321,,,47.1,,56.0,,42864.1975308642,,,-8.899999999999999,
397.0,1148.0,1090.0,397.0,1148.0,1090.0,25.72,26.38,23.89,25.0,9925.0,28700.0,27250.0,0.7199999999999989,1.379999999999999,-1.1099999999999994
724.0,737.0,,646.4285714285713,658.0357142857142,,31.3,30.83,,31.0,20039.28571428571,20399.10714285714,,0.3000000000000007,-0.1700000000000017,
,924.0,,,796.551724137931,,,32.0,,33.0,,26286.206896551725,,,-1.0,
347.0,987.0,1038.0,315.45454545454544,897.2727272727273,943.6363636363635,29.16,29.59,32.66,30.0,9463.636363636364,26918.181818181816,28309.090909090904,-0.8399999999999999,-0.41000000000000014,2.6599999999999966
400.0,1167.0,1162.0,307.6923076923077,897.6923076923076,893.8461538461538,39.96,40.66,41.41,40.0,12307.692307692307,35907.692307692305,35753.846153846156,-0.03999999999999915,0.6599999999999966,1.4099999999999966
,1364.0,,,688.8888888888889,,,73.8,,74.0,,50977.77777777778,,,-0.20000000000000284,
,1037.0,,,523.7373737373738,,,70.76,,74.0,,38756.56565656566,,,-3.239999999999995,
,1153.0,,,1048.181818181818,,,30.27,,30.0,,31445.45454545454,,,0.2699999999999996,
422.0,1388.0,1388.0,200.95238095238093,660.952380952381,660.952380952381,77.97,79.63,77.87,80.0,16076.190476190475,52876.19047619047,52876.19047619047,-2.030000000000001,-0.37000000000000455,-2.1299999999999955
431.0,1229.0,1191.0,331.53846153846155,945.3846153846154,916.1538461538461,40.08,40.51,40.05,40.0,13261.538461538461,37815.38461538462,36646.153846153844,0.0799999999999983,0.509999999999998,0.04999999999999716
209.0,322.0,,139.33333333333334,214.66666666666666,,50.61,47.24,,50.0,6966.666666666667,10733.333333333332,,0.6099999999999994,-2.759999999999998,
374.0,1158.0,1171.0,219.99999999999997,681.1764705882352,688.8235294117646,59.45,59.55,61.08,60.0,13199.999999999998,40870.58823529411,41329.41176470588,-0.5499999999999972,-0.45000000000000284,1.0799999999999983
,1010.0,,,1030.6122448979593,,,22.57,,24.0,,24734.69387755102,,,-1.4299999999999997,
,1216.0,,,921.2121212121211,,,37.58,,41.0,,37769.69696969697,,,-3.4200000000000017,
422.0,1326.0,1311.0,222.10526315789474,697.8947368421053,690.0,69.57,68.36,73.05,70.0,15547.368421052632,48852.631578947374,48300.0,-0.4300000000000068,-1.6400000000000006,3.049999999999997
133.0,152.0,,62.14953271028037,71.02803738317756,,84.76,82.27,,82.0,5096.26168224299,5824.2990654205605,,2.760000000000005,0.269999999999996,
180.0,500.0,524.0,180.0,500.0,524.0,23.35,25.03,24.51,25.0,4500.0,12500.0,13100.0,-1.6499999999999986,0.030000000000001137,-0.48999999999999844
386.0,1300.0,1230.0,183.8095238095238,619.047619047619,585.7142857142857,78.64,78.76,80.3,80.0,14704.761904761905,49523.80952380953,46857.142857142855,-1.3599999999999994,-1.2399999999999949,0.29999999999999716
471.0,501.0,,362.3076923076923,385.38461538461536,,38.56,35.43,,40.0,14492.307692307693,15415.384615384613,,-1.4399999999999977,-4.57,
135.0,489.0,430.0,122.72727272727272,444.5454545454545,390.9090909090909,29.56,31.03,28.13,30.0,3681.8181818181815,13336.363636363636,11727.272727272726,-0.4400000000000013,1.0300000000000011,-1.870000000000001
115.0,334.0,234.0,115.0,334.0,234.0,22.61,23.0,25.67,25.0,2875.0,8350.0,5850.0,-2.3900000000000006,-2.0,0.6700000000000017
453.0,1306.0,1214.0,266.4705882352941,768.235294117647,714.1176470588234,58.86,58.75,59.16,60.0,15988.235294117645,46094.11764705882,42847.058823529405,-1.1400000000000006,-1.25,-0.8400000000000034
257.0,735.0,750.0,197.69230769230768,565.3846153846154,576.9230769230769,39.42,40.66,39.15,40.0,7907.692307692307,22615.384615384613,23076.923076923078,-0.5799999999999983,0.6599999999999966,-0.8500000000000014
321.0,356.0,,188.8235294117647,209.41176470588232,,59.84,54.21,,60.0,11329.411764705881,12564.705882352939,,-0.1599999999999966,-5.789999999999999,
,1191.0,,,902.2727272727273,,,40.05,,41.0,,36993.181818181816,,,-0.9500000000000028,
588.0,537.0,,341.8604651162791,312.2093023255814,,58.25,51.91,,61.0,20853.488372093027,19044.767441860466,,-2.75,-9.090000000000003,
401.0,1246.0,1188.0,364.5454545454545,1132.7272727272727,1080.0,29.87,29.35,30.45,30.0,10936.363636363636,33981.818181818184,32400.0,-0.129999999999999,-0.6499999999999986,0.4499999999999993
48.0,93.0,87.0,48.0,93.0,87.0,22.84,24.8,26.04,25.0,1200.0,2325.0,2175.0,-2.16,-0.1999999999999993,1.0399999999999991
282.0,809.0,876.0,216.9230769230769,622.3076923076923,673.8461538461538,37.99,38.98,36.13,40.0,8676.923076923076,24892.30769230769,26953.846153846152,-2.009999999999998,-1.0200000000000031,-3.8699999999999974
,879.0,,,915.625,,,22.47,,23.0,,21059.375,,,-0.5300000000000011,
217.0,699.0,608.0,127.64705882352939,411.17647058823525,357.6470588235294,59.15,60.43,49.44,60.0,7658.823529411764,24670.588235294115,21458.823529411762,-0.8500000000000014,0.4299999999999997,-10.560000000000002
354.0,1054.0,1074.0,236.0,702.6666666666666,716.0,49.1,48.79,51.37,50.0,11800.0,35133.33333333333,35800.0,-0.8999999999999986,-1.2100000000000009,1.3699999999999974
283.0,812.0,822.0,188.66666666666666,541.3333333333334,548.0,48.42,51.33,45.54,50.0,9433.333333333332,27066.666666666668,27400.0,-1.5799999999999983,1.3299999999999983,-4.460000000000001
,1005.0,,,1025.5102040816328,,,23.52,,24.0,,24612.244897959186,,,-0.4800000000000004,
,1367.0,,,676.7326732673267,,,74.83,,76.0,,51431.683168316835,,,-1.1700000000000017,
365.0,1126.0,1280.0,173.8095238095238,536.1904761904761,609.5238095238095,78.07,79.07,80.62,80.0,13904.761904761905,42895.23809523809,48761.90476190476,-1.9300000000000068,-0.9300000000000068,0.6200000000000045
,1112.0,,,1158.3333333333335,,,23.38,,23.0,,26641.66666666667,,,0.379999999999999,
,1214.0,,,798.6842105263157,,,50.22,,51.0,,40732.8947368421,,,-0.7800000000000011,
,1052.0,,,618.8235294117646,,,55.38,,60.0,,37129.41176470588,,,-4.619999999999997,
367.0,1044.0,1101.0,282.3076923076923,803.0769230769231,846.9230769230769,38.3,39.09,42.71,40.0,11292.307692307693,32123.076923076922,33876.92307692308,-1.7000000000000028,-0.9099999999999966,2.710000000000001
,1202.0,,,910.6060606060605,,,36.89,,41.0,,37334.84848484848,,,-4.109999999999999,
305.0,234.0,,299.01960784313724,229.41176470588235,,25.29,25.67,,26.0,7774.509803921568,5964.705882352941,,-0.7100000000000009,-0.3299999999999983,
278.0,784.0,808.0,252.72727272727272,712.7272727272726,734.5454545454545,29.08,30.27,31.07,30.0,7581.818181818182,21381.81818181818,22036.363636363636,-0.9200000000000017,0.2699999999999996,1.0700000000000003
,1375.0,,,687.5,,,69.21,,75.0,,51562.5,,,-5.790000000000006,
395.0,1155.0,1157.0,263.3333333333333,770.0,771.3333333333334,49.75,49.67,50.53,50.0,13166.666666666666,38500.0,38566.66666666667,-0.25,-0.3299999999999983,0.5300000000000011
439.0,1241.0,1207.0,337.6923076923077,954.6153846153845,928.4615384615385,38.68,39.49,37.37,40.0,13507.692307692307,38184.61538461538,37138.46153846154,-1.3200000000000003,-0.509999999999998,-2.6300000000000026
393.0,1159.0,1158.0,262.0,772.6666666666666,772.0,48.38,51.54,48.01,50.0,13100.0,38633.33333333333,38600.0,-1.6199999999999974,1.5399999999999991,-1.990000000000002
349.0,1007.0,1103.0,205.2941176470588,592.3529411764705,648.8235294117646,59.74,58.05,59.11,60.0,12317.647058823528,35541.17647058823,38929.41176470588,-0.259999999999998,-1.9500000000000028,-0.8900000000000006
164.0,493.0,457.0,109.33333333333333,328.6666666666667,304.6666666666667,49.63,49.4,44.93,50.0,5466.666666666666,16433.333333333336,15233.333333333334,-0.36999999999999744,-0.6000000000000014,-5.07
403.0,1245.0,1181.0,366.3636363636363,1131.8181818181818,1073.6363636363635,29.81,30.95,30.5,30.0,10990.90909090909,33954.545454545456,32209.090909090904,-0.19000000000000128,0.9499999999999993,0.5
414.0,1381.0,1528.0,197.14285714285714,657.6190476190476,727.6190476190476,80.62,81.6,73.14,80.0,15771.42857142857,52609.52380952381,58209.52380952381,0.6200000000000045,1.5999999999999943,-6.859999999999999
452.0,1323.0,1260.0,215.23809523809524,630.0,600.0,78.46,79.13,84.03,80.0,17219.04761904762,50400.0,48000.0,-1.5400000000000063,-0.8700000000000045,4.030000000000001
,1170.0,,,1044.642857142857,,,29.51,,31.0,,32383.92857142857,,,-1.4899999999999984,
,1563.0,,,751.4423076923076,,,79.88,,79.0,,59363.942307692305,,,0.8799999999999955,
390.0,1182.0,1122.0,300.0,909.2307692307692,863.0769230769231,41.16,41.38,39.84,40.0,12000.0,36369.230769230766,34523.07692307692,1.1599999999999966,1.3800000000000026,-0.1599999999999966
,1260.0,,,600.0,,,77.58,,80.0,,48000.0,,,-2.4200000000000017,
47.0,94.0,93.0,47.0,94.0,93.0,22.45,24.75,26.06,25.0,1175.0,2350.0,2325.0,-2.5500000000000007,-0.25,1.0599999999999987
,1266.0,,,822.077922077922,,,50.49,,52.0,,42748.05194805194,,,-1.509999999999998,
367.0,1098.0,1107.0,244.66666666666666,732.0,738.0,49.01,48.53,49.1,50.0,12233.333333333332,36600.0,36900.0,-0.990000000000002,-1.4699999999999989,-0.8999999999999986
403.0,1174.0,1183.0,366.3636363636363,1067.2727272727273,1075.4545454545453,28.81,30.02,30.09,30.0,10990.90909090909,32018.181818181816,32263.636363636357,-1.1900000000000013,0.019999999999999574,0.08999999999999986
212.0,566.0,592.0,212.0,566.0,592.0,25.55,23.79,24.01,25.0,5300.0,14150.0,14800.0,0.5500000000000007,-1.2100000000000009,-0.9899999999999984
355.0,985.0,1032.0,322.7272727272727,895.4545454545454,938.1818181818181,29.26,28.86,32.63,30.0,9681.81818181818,26863.63636363636,28145.454545454544,-0.7399999999999984,-1.1400000000000006,2.6300000000000026
,1389.0,,,694.5,,,62.25,,75.0,,52087.5,,,-12.75,
267.0,768.0,828.0,157.05882352941174,451.76470588235287,487.0588235294117,58.86,58.15,61.91,60.0,9423.529411764704,27105.88235294117,29223.529411764703,-1.1400000000000006,-1.8500000000000014,1.9099999999999966
,1359.0,,,693.3673469387755,,,63.24,,73.0,,50615.816326530614,,,-9.759999999999998,
379.0,1125.0,1100.0,379.0,1125.0,1100.0,26.06,26.97,21.73,25.0,9475.0,28125.0,27500.0,1.0599999999999987,1.9699999999999989,-3.2699999999999996
,1266.0,,,602.8571428571428,,,78.16,,80.0,,48228.57142857142,,,-1.8400000000000034,
597.0,610.0,,351.17647058823525,358.8235294117647,,60.16,55.01,,60.0,21070.588235294115,21529.41176470588,,0.1599999999999966,-4.990000000000002,
,1217.0,,,770.253164556962,,,50.65,,54.0,,41593.670886075946,,,-3.3500000000000014,
,750.0,,,576.9230769230769,,,39.15,,40.0,,23076.923076923078,,,-0.8500000000000014,
442.0,1290.0,1294.0,294.6666666666667,860.0,862.6666666666666,48.94,49.02,45.75,50.0,14733.333333333334,43000.0,43133.33333333333,-1.0600000000000023,-0.9799999999999969,-4.25
